id,age_group,gender,self_pref_roast,A_pref,B_pref,C_pref,D_pref,fav_sample
NA8rA0,25-34 years old,Male,Medium,2.0,2.0,4.0,1.0,Coffee C
5dEbDb,25-34 years old,Male,Light,3.0,4.0,3.0,1.0,Coffee B
jBGZBQ,25-34 years old,Female,Medium,5.0,3.0,3.0,2.0,Coffee A
GrY6JZ,25-34 years old,Non-binary,Nordic,4.0,1.0,1.0,4.0,Coffee D
yleXOB,25-34 years old,Male,Light,4.0,5.0,3.0,5.0,Coffee D
OA8akK,35-44 years old,Female,Light,4.0,4.0,3.0,4.0,Coffee D
jBGZvR,18-24 years old,Male,Medium,4.0,4.0,5.0,2.0,Coffee C
GrY6Xp,25-34 years old,Male,Nordic,4.0,3.0,2.0,3.0,Coffee A
zKWjd1,35-44 years old,Female,Medium,4.0,2.0,3.0,1.0,Coffee A
Ld59k1,35-44 years old,Female,Medium,1.0,2.0,5.0,4.0,Coffee C
MA81dX,25-34 years old,Male,Light,4.0,1.0,3.0,5.0,Coffee D
5dEbNZ,25-34 years old,Male,Medium,1.0,2.0,4.0,5.0,Coffee A
6drDqP,25-34 years old,Male,Medium,4.0,4.0,3.0,5.0,Coffee D
1rGXe1,35-44 years old,Male,Medium,4.0,3.0,4.0,5.0,Coffee D
PA8pVV,25-34 years old,Male,Light,5.0,2.0,3.0,5.0,Coffee D
AlWKzk,35-44 years old,,Medium,4.0,5.0,3.0,3.0,Coffee B
lNVBok,45-54 years old,Male,Blonde,5.0,2.0,4.0,5.0,Coffee D
PA8pVe,>65 years old,Male,Dark,3.0,2.0,2.0,4.0,Coffee D
zKWNxa,18-24 years old,Male,Light,5.0,2.0,1.0,5.0,Coffee D
0Eo7O0,25-34 years old,Male,Light,4.0,4.0,4.0,5.0,Coffee D
9d2XD4,35-44 years old,,Medium,4.0,5.0,2.0,4.0,Coffee B
VZojZl,18-24 years old,Female,Medium,4.0,3.0,3.0,3.0,Coffee A
NA8DVN,18-24 years old,Male,Nordic,1.0,2.0,4.0,3.0,Coffee C
7d4bx9,18-24 years old,Male,Medium,2.0,3.0,4.0,5.0,Coffee D
qbjab8,25-34 years old,Female,Light,4.0,1.0,2.0,5.0,Coffee D
jBGby9,18-24 years old,Male,Light,4.0,2.0,2.0,4.0,Coffee A
zKWNKE,18-24 years old,Male,Medium,3.0,2.0,1.0,4.0,Coffee D
Ld5zz1,25-34 years old,Male,Light,4.0,2.0,5.0,4.0,Coffee C
dYQN8K,25-34 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee A
rl2Bgl,25-34 years old,Male,Medium,3.0,2.0,4.0,4.0,Coffee B
5dE4eE,18-24 years old,Male,Medium,3.0,5.0,3.0,2.0,Coffee B
QA8Mk7,55-64 years old,Male,Light,5.0,3.0,4.0,4.0,Coffee A
g5WD6d,25-34 years old,Male,Medium,3.0,2.0,4.0,5.0,Coffee D
jBGaVR,25-34 years old,Female,Medium,2.0,3.0,4.0,3.0,Coffee C
Rz8dZK,35-44 years old,Female,Blonde,4.0,2.0,2.0,3.0,Coffee A
42PBdO,18-24 years old,Female,Dark,4.0,3.0,5.0,2.0,Coffee C
GrYxZ2,25-34 years old,Female,Light,3.0,2.0,1.0,5.0,Coffee D
GrYKgp,25-34 years old,Male,Dark,1.0,2.0,4.0,4.0,Coffee D
NA8Ddl,25-34 years old,Female,Medium,2.0,4.0,3.0,2.0,Coffee B
DV0Kbq,35-44 years old,Male,Nordic,4.0,2.0,1.0,5.0,Coffee C
oAlDkx,>65 years old,Male,Medium,4.0,3.0,2.0,5.0,Coffee D
kYOb9r,25-34 years old,Female,Blonde,4.0,5.0,3.0,1.0,Coffee B
OA8lg7,18-24 years old,Male,Medium,2.0,3.0,4.0,2.0,Coffee C
VZoGJ6,18-24 years old,Female,Light,5.0,2.0,4.0,1.0,Coffee A
VZojqJ,25-34 years old,Female,Medium,4.0,3.0,2.0,3.0,Coffee A
42PQRd,55-64 years old,Male,Dark,1.0,3.0,4.0,2.0,Coffee C
qbja4Y,35-44 years old,Male,Medium,2.0,4.0,3.0,5.0,Coffee D
Rz8KWd,35-44 years old,Female,Medium,1.0,2.0,3.0,4.0,Coffee D
VZoL46,25-34 years old,Male,Nordic,5.0,3.0,2.0,4.0,Coffee A
WAl9ee,25-34 years old,Male,Light,4.0,3.0,1.0,5.0,Coffee D
PA8Dq0,18-24 years old,Female,Dark,2.0,4.0,3.0,3.0,Coffee B
5dE4Ab,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
oAlD8M,25-34 years old,Male,Light,4.0,1.0,3.0,2.0,Coffee A
1rGk8b,35-44 years old,Male,Light,5.0,2.0,2.0,4.0,Coffee A
rl2BZL,18-24 years old,Male,Light,3.0,3.0,2.0,4.0,Coffee D
vNqer0,<18 years old,,Medium,3.0,3.0,1.0,5.0,Coffee D
PA815b,35-44 years old,Male,Medium,4.0,1.0,5.0,4.0,Coffee C
WAlEEN,45-54 years old,Male,Medium,3.0,4.0,5.0,2.0,Coffee C
pL4y0y,25-34 years old,,Medium,,2.0,4.0,3.0,Coffee C
NA8lDl,25-34 years old,Male,Light,4.0,3.0,1.0,5.0,Coffee D
qbjDWk,35-44 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
XeOJMV,25-34 years old,Male,Light,3.0,4.0,5.0,1.0,Coffee C
1rGdKM,35-44 years old,Female,Medium,5.0,4.0,1.0,3.0,Coffee A
WAlrbP,25-34 years old,Male,Light,3.0,2.0,4.0,5.0,Coffee D
7d4L12,25-34 years old,Non-binary,Medium,1.0,4.0,3.0,2.0,Coffee B
J28p8z,45-54 years old,Male,French,3.0,4.0,5.0,2.0,Coffee C
pL4y4y,25-34 years old,Male,Medium,4.0,3.0,4.0,2.0,Coffee C
oAle1P,35-44 years old,,Blonde,4.0,2.0,3.0,4.0,Coffee A
DV0kER,25-34 years old,Female,Light,4.0,3.0,5.0,2.0,Coffee C
AlW2vk,55-64 years old,Male,Blonde,1.0,3.0,5.0,4.0,Coffee C
EP8dVX,18-24 years old,Male,Light,4.0,1.0,3.0,5.0,Coffee D
oAleL1,55-64 years old,Female,Light,5.0,3.0,3.0,1.0,Coffee A
9d2ZNX,25-34 years old,,Light,2.0,4.0,2.0,1.0,Coffee B
NA8l2Q,45-54 years old,Male,Light,5.0,3.0,1.0,4.0,Coffee A
8djaYO,25-34 years old,Male,Nordic,5.0,3.0,3.0,4.0,Coffee A
6drjXo,55-64 years old,Male,Medium,2.0,4.0,5.0,4.0,Coffee C
PA81MP,35-44 years old,Female,Dark,3.0,4.0,5.0,2.0,Coffee C
EP8d7o,18-24 years old,Other (please specify),Medium,5.0,2.0,3.0,4.0,Coffee A
1rGdqL,35-44 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee A
xd9Dxk,<18 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
BG8pae,55-64 years old,Male,Medium,4.0,4.0,5.0,1.0,Coffee C
pL4y8E,45-54 years old,Male,Medium,2.0,4.0,4.0,1.0,Coffee B
24OABe,35-44 years old,Female,Medium,3.0,3.0,4.0,3.0,Coffee C
ZdPO2B,35-44 years old,Non-binary,Medium,3.0,5.0,3.0,2.0,Coffee B
kYOGdZ,25-34 years old,Male,Medium,5.0,4.0,4.0,1.0,Coffee A
zKWy91,25-34 years old,,Medium,4.0,3.0,5.0,4.0,Coffee C
eB9rLO,25-34 years old,Male,Light,1.0,3.0,3.0,4.0,Coffee D
9d2Z6G,>65 years old,,Dark,5.0,4.0,3.0,1.0,Coffee A
pL4or1,55-64 years old,Female,Medium,5.0,3.0,5.0,1.0,Coffee C
dYQ0DA,35-44 years old,Female,French,2.0,4.0,3.0,1.0,Coffee B
5dE9EP,>65 years old,Male,Medium,5.0,2.0,4.0,2.0,Coffee A
8djLyl,45-54 years old,Female,Dark,3.0,5.0,4.0,1.0,Coffee B
0Eo859,25-34 years old,Male,Light,4.0,2.0,2.0,5.0,Coffee D
9d2Zp1,35-44 years old,Male,Light,4.0,3.0,3.0,4.0,Coffee D
oAlRqe,25-34 years old,Male,Medium,2.0,3.0,4.0,1.0,Coffee C
6drK0J,25-34 years old,Male,Medium,3.0,2.0,4.0,3.0,Coffee C
lNVO4V,25-34 years old,Male,Dark,2.0,4.0,4.0,1.0,Coffee B
AlWp9o,55-64 years old,Male,Medium,3.0,3.0,4.0,2.0,Coffee C
EP8lO4,25-34 years old,Male,Light,3.0,5.0,4.0,3.0,Coffee B
g5Wqll,25-34 years old,Male,Medium,3.0,3.0,4.0,3.0,Coffee C
8djL45,25-34 years old,Male,Medium,1.0,2.0,4.0,2.0,Coffee D
VZoPrv,25-34 years old,Male,Medium,2.0,2.0,3.0,4.0,Coffee D
rl2oD5,18-24 years old,Female,Medium,1.0,3.0,4.0,3.0,Coffee C
XeO40z,25-34 years old,Female,Dark,2.0,5.0,2.0,4.0,Coffee B
oAl26X,25-34 years old,Female,Medium,1.0,2.0,4.0,3.0,Coffee C
DV07Bp,<18 years old,,Light,3.0,2.0,1.0,4.0,Coffee D
NA87DN,25-34 years old,Female,Dark,3.0,4.0,2.0,5.0,Coffee D
MA8Ezl,35-44 years old,Male,Light,5.0,4.0,3.0,1.0,Coffee A
5dE9DN,55-64 years old,Female,Dark,1.0,1.0,5.0,1.0,Coffee C
jBGlx4,35-44 years old,Male,Medium,5.0,3.0,3.0,4.0,Coffee A
GrYRLk,>65 years old,Female,Light,5.0,3.0,2.0,5.0,Coffee D
GrYR0k,25-34 years old,Female,Medium,4.0,4.0,2.0,4.0,Coffee D
MA8EAk,25-34 years old,,Blonde,2.0,3.0,4.0,3.0,Coffee C
OA8787,35-44 years old,Female,Light,4.0,2.0,1.0,3.0,Coffee A
24OKL9,25-34 years old,Prefer not to say,Light,4.0,4.0,3.0,3.0,Coffee A
VZozlM,25-34 years old,Female,Dark,1.0,4.0,3.0,1.0,Coffee B
vNqPqv,35-44 years old,Male,Medium,3.0,4.0,3.0,2.0,Coffee B
kYONrJ,25-34 years old,Male,Light,5.0,3.0,4.0,2.0,Coffee C
aBZ2lE,35-44 years old,Male,Medium,3.0,2.0,4.0,5.0,Coffee D
BG8xbQ,25-34 years old,Male,Dark,5.0,2.0,4.0,1.0,Coffee A
AlWB5N,35-44 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
DV076l,35-44 years old,,Medium,1.0,3.0,5.0,1.0,Coffee C
Rz8D9K,55-64 years old,Male,Medium,3.0,2.0,4.0,1.0,Coffee D
jBGl1a,35-44 years old,Male,Light,4.0,2.0,2.0,5.0,Coffee D
AlWB1D,25-34 years old,Male,Light,4.0,2.0,1.0,5.0,Coffee D
24OK29,18-24 years old,Male,Dark,4.0,3.0,4.0,4.0,Coffee A
24OPPA,25-34 years old,,Nordic,4.0,2.0,3.0,4.0,Coffee A
g5WGdN,25-34 years old,Male,Dark,2.0,4.0,5.0,3.0,Coffee C
7d4xXA,45-54 years old,Male,Nordic,5.0,3.0,2.0,5.0,Coffee A
ZdPaNA,25-34 years old,Prefer not to say,Medium,5.0,5.0,2.0,4.0,Coffee A
ZdPadA,25-34 years old,Female,Dark,3.0,5.0,5.0,3.0,Coffee C
eB9R6J,25-34 years old,Male,Light,4.0,2.0,2.0,4.0,Coffee D
VZoJ4g,25-34 years old,Male,Medium,3.0,3.0,4.0,2.0,Coffee C
ZdPaGe,18-24 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
zKWYR1,25-34 years old,Male,Light,3.0,3.0,1.0,5.0,Coffee D
1rGV6p,35-44 years old,Male,Medium,2.0,3.0,2.0,5.0,Coffee D
BG87r1,25-34 years old,Female,Medium,4.0,2.0,2.0,2.0,Coffee A
PA8OJ0,18-24 years old,Male,Dark,2.0,5.0,3.0,1.0,Coffee D
QA8V6X,45-54 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
WAlzbQ,25-34 years old,Male,Light,4.0,3.0,1.0,5.0,Coffee D
vNqyev,25-34 years old,Female,Medium,3.0,5.0,4.0,2.0,Coffee B
aBZY5v,25-34 years old,Male,Medium,4.0,2.0,3.0,3.0,Coffee C
8djQeY,35-44 years old,Male,Medium,4.0,3.0,4.0,3.0,Coffee A
9d2D11,25-34 years old,Male,Light,3.0,3.0,4.0,5.0,Coffee D
PA8595,25-34 years old,Male,Light,3.0,3.0,4.0,4.0,Coffee D
XeOWRe,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
42PxP5,25-34 years old,Male,Medium,5.0,2.0,3.0,4.0,Coffee A
oAlMgx,25-34 years old,Male,Light,5.0,1.0,2.0,5.0,Coffee D
6dr2Be,18-24 years old,Male,Light,4.0,5.0,3.0,1.0,Coffee B
42PxMB,25-34 years old,,Medium,3.0,4.0,5.0,3.0,Coffee C
zKWDg0,25-34 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
6dr2lO,45-54 years old,Female,Medium,3.0,4.0,3.0,1.0,Coffee B
EP8WgN,25-34 years old,Male,Medium,4.0,3.0,5.0,2.0,Coffee C
Ld5WAz,25-34 years old,Female,Medium,3.0,4.0,2.0,2.0,Coffee B
jBGQK9,25-34 years old,Female,Light,3.0,3.0,2.0,5.0,Coffee D
7d4Ng6,35-44 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
NA86q0,25-34 years old,Male,Light,3.0,5.0,4.0,2.0,Coffee B
GrYz6e,45-54 years old,Female,Light,2.0,4.0,2.0,1.0,Coffee B
rl2AgR,25-34 years old,Male,Medium,5.0,3.0,3.0,4.0,Coffee A
NA86AB,25-34 years old,Female,Dark,4.0,2.0,1.0,3.0,Coffee A
24Oeej,25-34 years old,Male,Light,4.0,2.0,2.0,4.0,Coffee A
DV0Nvb,25-34 years old,,Medium,4.0,2.0,3.0,5.0,Coffee D
zKWD61,25-34 years old,Female,Medium,4.0,4.0,5.0,1.0,Coffee C
Ld5b5O,35-44 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
24OerL,25-34 years old,Female,Medium,3.0,5.0,3.0,2.0,Coffee B
QA8DA8,55-64 years old,Male,Light,4.0,3.0,1.0,5.0,Coffee D
Rz80VP,35-44 years old,Male,Medium,4.0,5.0,5.0,3.0,Coffee C
AlWd4N,18-24 years old,Male,Light,5.0,3.0,3.0,4.0,Coffee A
8djKEr,35-44 years old,Male,Light,4.0,2.0,1.0,5.0,Coffee D
24OeoM,35-44 years old,Male,Light,4.0,4.0,3.0,3.0,Coffee A
yle6oW,25-34 years old,Female,Medium,5.0,4.0,2.0,3.0,Coffee A
NA8oKO,45-54 years old,Male,Light,3.0,1.0,4.0,3.0,Coffee D
5dEzOQ,35-44 years old,Male,Medium,4.0,2.0,4.0,5.0,Coffee D
0Eox59,25-34 years old,Male,Medium,3.0,4.0,4.0,2.0,Coffee B
Rz80kv,25-34 years old,Male,Light,4.0,5.0,3.0,3.0,Coffee B
7d4WYR,35-44 years old,Female,Dark,1.0,2.0,5.0,1.0,Coffee C
oAlyxN,>65 years old,Male,Light,3.0,3.0,4.0,1.0,Coffee C
OA8zZg,35-44 years old,Female,Medium,3.0,4.0,5.0,2.0,Coffee C
1rGlOb,35-44 years old,Male,Medium,3.0,4.0,1.0,1.0,Coffee C
OA8zpp,35-44 years old,,Medium,3.0,4.0,2.0,2.0,Coffee B
GrYz2j,35-44 years old,Male,Light,5.0,4.0,3.0,5.0,Coffee D
PA8Add,25-34 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
dYQ6Jo,18-24 years old,Male,Light,5.0,3.0,4.0,4.0,Coffee A
aBZBNE,25-34 years old,Male,Medium,1.0,5.0,2.0,1.0,Coffee B
jBGB6Y,25-34 years old,Male,Light,4.0,3.0,3.0,4.0,Coffee A
ylelXW,35-44 years old,Male,Medium,2.0,4.0,3.0,1.0,Coffee B
AlWdeD,35-44 years old,Female,Light,3.0,4.0,5.0,3.0,Coffee C
VZoZYg,25-34 years old,,Light,4.0,3.0,4.0,5.0,Coffee A
ylelvg,35-44 years old,Male,Light,4.0,2.0,2.0,5.0,Coffee B
VZoZvv,25-34 years old,Male,Medium,4.0,1.0,3.0,5.0,Coffee D
qbjbj7,18-24 years old,Male,Dark,1.0,5.0,4.0,2.0,Coffee B
Rz8zrp,35-44 years old,Female,Light,3.0,3.0,4.0,5.0,Coffee D
oAlALb,35-44 years old,Male,Medium,3.0,5.0,4.0,1.0,Coffee B
ylelyX,18-24 years old,Male,Medium,4.0,3.0,4.0,5.0,Coffee D
42P20r,25-34 years old,Male,Medium,4.0,2.0,5.0,3.0,Coffee C
1rGVNl,25-34 years old,Female,Nordic,1.0,2.0,2.0,5.0,Coffee D
ylelbd,45-54 years old,Female,Light,2.0,5.0,3.0,1.0,Coffee B
YZVORq,35-44 years old,Male,Light,5.0,1.0,2.0,5.0,Coffee A
24OkKb,25-34 years old,Male,Dark,4.0,2.0,3.0,5.0,Coffee B
ZdPV6A,55-64 years old,Male,Medium,3.0,2.0,5.0,1.0,Coffee C
0EoMMA,>65 years old,Female,Medium,2.0,3.0,2.0,1.0,Coffee B
dYQAjr,25-34 years old,Male,Light,3.0,2.0,4.0,5.0,Coffee D
YZVOYN,25-34 years old,Male,Medium,3.0,1.0,2.0,4.0,Coffee D
rl2Kql,55-64 years old,Female,Medium,2.0,4.0,1.0,1.0,Coffee A
DV010Z,35-44 years old,Male,Medium,4.0,5.0,2.0,2.0,Coffee B
KM8oBX,55-64 years old,Male,Medium,1.0,2.0,4.0,3.0,Coffee C
g5WA1N,18-24 years old,Male,Light,3.0,4.0,2.0,5.0,Coffee D
8djkWx,25-34 years old,Male,Medium,3.0,1.0,4.0,2.0,Coffee C
GrY142,25-34 years old,Female,Light,4.0,5.0,4.0,3.0,Coffee B
Ld5GRl,25-34 years old,Female,Italian,4.0,3.0,2.0,3.0,Coffee B
PA8Exx,45-54 years old,Male,Medium,4.0,2.0,3.0,5.0,Coffee D
7d4ZRR,18-24 years old,Male,Light,4.0,4.0,3.0,5.0,Coffee D
GrY1GO,45-54 years old,,Light,,3.0,2.0,5.0,Coffee D
0EoPBN,25-34 years old,Female,Light,3.0,4.0,3.0,5.0,Coffee D
eB9EEo,25-34 years old,Male,Light,3.0,2.0,4.0,3.0,Coffee C
24OrLb,25-34 years old,Female,Dark,2.0,3.0,4.0,1.0,Coffee C
YZVdVv,25-34 years old,Female,Medium,3.0,2.0,2.0,5.0,Coffee D
J280BR,25-34 years old,Male,Light,3.0,1.0,3.0,4.0,Coffee D
oAlO1e,18-24 years old,Male,Light,3.0,3.0,2.0,5.0,Coffee D
xd9Z7o,35-44 years old,Male,Light,2.0,3.0,4.0,4.0,Coffee C
yleDb4,35-44 years old,Male,Light,5.0,2.0,1.0,4.0,Coffee A
7d4NML,25-34 years old,Female,Light,5.0,4.0,3.0,5.0,Coffee D
24Or0b,25-34 years old,,Medium,2.0,2.0,4.0,4.0,Coffee C
QA80QA,25-34 years old,Female,Light,3.0,2.0,1.0,4.0,Coffee D
KM80XK,35-44 years old,Male,Light,5.0,2.0,3.0,3.0,Coffee A
8djGNl,25-34 years old,Male,Light,3.0,2.0,4.0,5.0,Coffee D
oAlOxx,25-34 years old,Female,Medium,4.0,3.0,3.0,5.0,Coffee D
oAloDO,25-34 years old,Female,Light,3.0,2.0,2.0,2.0,Coffee A
OA80vA,45-54 years old,Male,Medium,1.0,2.0,3.0,1.0,Coffee C
Rz8L7Q,25-34 years old,Male,Light,5.0,4.0,3.0,4.0,Coffee A
0EoLb0,35-44 years old,Male,Light,4.0,4.0,4.0,5.0,Coffee D
GrYLqQ,45-54 years old,Female,Medium,1.0,2.0,3.0,1.0,Coffee C
KM8Lgg,25-34 years old,,Light,4.0,2.0,3.0,5.0,Coffee D
zKWJ7k,35-44 years old,Male,Light,3.0,4.0,5.0,1.0,Coffee C
dYQjYd,35-44 years old,Male,Light,4.0,4.0,3.0,5.0,Coffee D
AlWDde,25-34 years old,Male,Light,2.0,3.0,1.0,5.0,Coffee D
WAlYYN,25-34 years old,Male,Medium,2.0,4.0,3.0,2.0,Coffee B
5dEvMP,25-34 years old,Male,Medium,4.0,3.0,2.0,5.0,Coffee D
YZVYvz,55-64 years old,Male,Medium,2.0,2.0,3.0,3.0,Coffee C
dYQjpN,35-44 years old,Male,Italian,2.0,5.0,4.0,3.0,Coffee B
EP8Dr2,25-34 years old,Male,Dark,3.0,3.0,1.0,5.0,Coffee D
NA8Y1O,18-24 years old,Male,Medium,4.0,3.0,2.0,1.0,Coffee A
OA8Yxa,35-44 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee A
eB92Gx,18-24 years old,Male,Medium,3.0,5.0,3.0,5.0,Coffee D
GrYDNp,25-34 years old,Female,Light,4.0,5.0,3.0,1.0,Coffee B
oAldrV,55-64 years old,Female,Medium,3.0,3.0,4.0,1.0,Coffee C
NA8Yvp,25-34 years old,Male,Blonde,1.0,4.0,5.0,3.0,Coffee C
kYOWV1,55-64 years old,Male,Medium,3.0,3.0,2.0,4.0,Coffee D
qbjKvY,25-34 years old,Male,Medium,3.0,5.0,4.0,2.0,Coffee B
DV0JEj,25-34 years old,Male,Light,4.0,3.0,3.0,4.0,Coffee A
pL472P,18-24 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee A
yleEB8,25-34 years old,Non-binary,Medium,3.0,1.0,2.0,4.0,Coffee D
42PoWY,25-34 years old,Female,Light,2.0,3.0,3.0,2.0,Coffee C
0Eo8pZ,25-34 years old,Male,Light,5.0,1.0,2.0,4.0,Coffee A
NA805j,45-54 years old,Male,Light,4.0,2.0,1.0,4.0,Coffee A
zKWQja,35-44 years old,Male,Medium,2.0,5.0,4.0,1.0,Coffee B
42PN8B,25-34 years old,Male,Light,4.0,2.0,1.0,5.0,Coffee D
42PN2B,25-34 years old,Female,Light,3.0,2.0,1.0,4.0,Coffee D
GrYBJQ,25-34 years old,Female,Medium,2.0,2.0,2.0,1.0,Coffee B
VZo1bM,35-44 years old,Male,Medium,1.0,4.0,4.0,2.0,Coffee B
EP8bar,25-34 years old,Prefer not to say,Light,5.0,2.0,3.0,4.0,Coffee B
8djpW5,25-34 years old,Male,Dark,2.0,4.0,5.0,1.0,Coffee C
kYORko,25-34 years old,Male,Medium,5.0,4.0,1.0,2.0,Coffee A
VZo1BJ,35-44 years old,Female,Light,1.0,4.0,3.0,2.0,Coffee B
J28kGo,18-24 years old,Male,Medium,5.0,3.0,4.0,5.0,Coffee B
vNqxbv,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
vNqxp0,25-34 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
AlWbko,35-44 years old,Female,Dark,4.0,4.0,5.0,5.0,Coffee D
0EojW0,45-54 years old,Prefer not to say,Light,5.0,4.0,3.0,5.0,Coffee A
VZo1el,55-64 years old,Female,Light,4.0,3.0,5.0,5.0,Coffee D
lNVlPX,25-34 years old,Male,Dark,2.0,3.0,4.0,1.0,Coffee C
Ld5MLO,18-24 years old,Prefer not to say,Medium,3.0,4.0,2.0,1.0,Coffee B
aBZjQZ,25-34 years old,Male,Light,3.0,3.0,4.0,5.0,Coffee D
XeOBKz,18-24 years old,Female,Blonde,5.0,3.0,2.0,4.0,Coffee A
xd90dy,35-44 years old,Female,Light,3.0,3.0,2.0,5.0,Coffee D
jBG0la,25-34 years old,Female,Medium,2.0,2.0,5.0,1.0,Coffee C
vNq0Xl,25-34 years old,Male,Medium,4.0,3.0,4.0,5.0,Coffee D
XeORJY,35-44 years old,Male,Light,5.0,4.0,3.0,4.0,Coffee A
6dr1OO,35-44 years old,Male,Dark,5.0,4.0,2.0,1.0,Coffee D
GrYoqQ,25-34 years old,Female,Blonde,4.0,4.0,3.0,5.0,Coffee D
VZo946,35-44 years old,Female,Medium,1.0,3.0,4.0,2.0,Coffee C
1rGbOg,25-34 years old,Male,Light,5.0,3.0,2.0,1.0,Coffee A
AlW6Nz,35-44 years old,Male,Light,4.0,2.0,1.0,4.0,Coffee D
eB9Nlk,35-44 years old,Female,Medium,3.0,5.0,2.0,4.0,Coffee B
Rz8Z7p,35-44 years old,,Medium,2.0,4.0,3.0,3.0,Coffee B
PA82QV,25-34 years old,Female,Light,2.0,3.0,4.0,1.0,Coffee B
VZo91E,35-44 years old,Male,Medium,5.0,4.0,4.0,2.0,Coffee A
J288qz,25-34 years old,Male,Light,5.0,2.0,2.0,1.0,Coffee A
Rz88xv,25-34 years old,Non-binary,Medium,5.0,1.0,2.0,1.0,Coffee A
24OOAe,35-44 years old,Male,Medium,5.0,4.0,3.0,2.0,Coffee A
xd99Ny,35-44 years old,Male,Light,4.0,4.0,4.0,5.0,Coffee D
DV00VZ,35-44 years old,Male,Light,4.0,3.0,1.0,2.0,Coffee A
vNqq14,25-34 years old,Male,Light,2.0,3.0,4.0,5.0,Coffee D
xd99Gr,25-34 years old,Male,Light,3.0,2.0,2.0,4.0,Coffee D
7d4JOR,25-34 years old,Male,Light,4.0,1.0,3.0,5.0,Coffee D
5dE89b,25-34 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee A
VZovVj,25-34 years old,Female,Medium,5.0,4.0,3.0,2.0,Coffee A
oAlKke,35-44 years old,,Light,2.0,4.0,3.0,5.0,Coffee D
42PAoA,25-34 years old,Female,Light,4.0,1.0,2.0,3.0,Coffee A
YZVpBz,35-44 years old,Female,Dark,4.0,4.0,5.0,1.0,Coffee C
WAlD0e,25-34 years old,Female,Dark,1.0,4.0,5.0,2.0,Coffee C
aBZAYE,35-44 years old,Male,Blonde,1.0,2.0,4.0,5.0,Coffee D
5dEeb6,25-34 years old,Male,Medium,4.0,3.0,2.0,1.0,Coffee A
aBZK8b,25-34 years old,Female,Medium,4.0,5.0,3.0,1.0,Coffee B
7d4aDz,25-34 years old,Male,Light,2.0,5.0,4.0,3.0,Coffee B
zKWGyq,>65 years old,Male,Dark,2.0,4.0,4.0,1.0,Coffee B
aBZAD2,25-34 years old,Male,Dark,3.0,4.0,5.0,1.0,Coffee C
BG8jLe,25-34 years old,Male,Light,5.0,2.0,1.0,4.0,Coffee A
6drWyB,45-54 years old,Female,Medium,4.0,5.0,3.0,1.0,Coffee B
NA8Mj0,55-64 years old,Prefer not to say,Dark,2.0,5.0,4.0,1.0,Coffee B
GrYq4p,35-44 years old,Male,Medium,1.0,4.0,3.0,5.0,Coffee D
aBZAWW,35-44 years old,Female,Blonde,4.0,2.0,3.0,5.0,Coffee D
jBGkaJ,25-34 years old,Female,Light,4.0,2.0,3.0,5.0,Coffee D
8djRol,35-44 years old,Female,Medium,2.0,4.0,4.0,5.0,Coffee D
g5WkQK,18-24 years old,Male,Light,3.0,3.0,4.0,5.0,Coffee D
vNqdzg,25-34 years old,Male,Medium,3.0,3.0,2.0,5.0,Coffee D
PA8GWe,25-34 years old,Female,Light,4.0,1.0,2.0,4.0,Coffee A
zKWLyk,35-44 years old,Male,Light,4.0,3.0,2.0,1.0,Coffee B
eB9v7O,25-34 years old,Male,Medium,4.0,2.0,5.0,5.0,Coffee B
YZVkOB,25-34 years old,Male,Medium,3.0,4.0,5.0,2.0,Coffee C
blNvR1,25-34 years old,Prefer not to say,Light,5.0,3.0,2.0,4.0,Coffee A
lNVvz6,25-34 years old,Female,Medium,2.0,4.0,3.0,1.0,Coffee B
QA8kPp,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
0EoaXN,35-44 years old,Male,Medium,1.0,4.0,2.0,5.0,Coffee D
9d24ZK,25-34 years old,Male,Medium,4.0,4.0,1.0,4.0,Coffee B
24O70L,25-34 years old,Female,Medium,3.0,4.0,4.0,3.0,Coffee C
lNVv5V,55-64 years old,Prefer not to say,Light,4.0,4.0,3.0,4.0,Coffee D
BG8eRe,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
